index,id,name,type,equipment,movementPattern,variantGroupId,efc,cnc,ssc,ttc,subMuscleGroup,muscles,technicalAspectCount,flagCount,highestSeverity,flagCodes,flagDetails,sample10Percent
11,tren_superior_flexiones_clasicas,Flexiones de Brazos Clásicas,Básico,Peso Corporal,Empuje Horizontal,,3,2.5,0.8,1.8,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,1,YELLOW,3.2_DEAD_STABILIZER_GATE,3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.8<1.5; el gate puede volverlos dato muerto.,
12,tren_superior_flexiones_lastradas,Flexiones de Brazos Lastradas,Básico,Peso Corporal,Empuje Horizontal,,3.5,3,0.9,1.8,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,1,YELLOW,3.2_DEAD_STABILIZER_GATE,3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.9<1.5; el gate puede volverlos dato muerto.,
13,tren_superior_flexiones_pies_elevados,Flexiones con Pies Elevados,Accesorio,Peso Corporal,Empuje Horizontal,,3.2,2.8,0.8,1.8,Pectorales,Pectorales:primary:1:superior | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,4,YELLOW,3.2_DEAD_STABILIZER_GATE | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.8<1.5; el gate puede volverlos dato muerto. || 3.1_IQR_CNC: cnc=2.8 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (1.98–2.57). || 3.1_IQR_EFC: efc=3.2 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (2.80–2.80). || 3.1_IQR_SSC: ssc=0.8 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (0.50–0.50).",
14,tren_superior_flexiones_anillas,Flexiones en Anillas,Accesorio,TRX,Empuje Horizontal,,3,2.8,0.7,1.8,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,1,YELLOW,3.2_DEAD_STABILIZER_GATE,3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.7<1.5; el gate puede volverlos dato muerto.,
15,tren_superior_press_unilateral_polea,Press Unilateral en Polea,Accesorio,Polea,Empuje Horizontal,,2.8,2.5,0.7,2,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Tríceps:secondary:0.5:,0,4,BLUE,3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_CNC: cnc=2.5 es outlier IQR para tipo=Accesorio, equipo=Polea (2.00–2.00). || 3.1_IQR_EFC: efc=2.8 es outlier IQR para tipo=Accesorio, equipo=Polea (2.50–2.50). || 3.1_IQR_SSC: ssc=0.7 es outlier IQR para tipo=Accesorio, equipo=Polea (0.29–0.59). || 3.1_IQR_TTC: ttc=2.0 es outlier IQR para tipo=Accesorio, equipo=Polea (1.80–1.80).",
16,tren_superior_press_spoto_barra,Press Spoto con Barra,Accesorio,Barra,Empuje Horizontal,vg_bench_press,4,3.8,1.2,2.2,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Tríceps:secondary:0.5:,2,7,ORANGE,2.4_VARIANT_PRIMARY_DIVERGENCE | 4.3_MODIFIER_MUSCLE_NAME | 4.3_MODIFIER_MUSCLE_NAME | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.4_VARIANT_PRIMARY_DIVERGENCE: vg_bench_press contiene 2 conjuntos primary distintos. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Pectoral Mayor"", fuera del catálogo/anatomía. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Tríceps Braquial"", fuera del catálogo/anatomía. || 3.1_IQR_CNC: cnc=3.8 es outlier IQR para tipo=Accesorio, equipo=Barra (2.20–2.20). || 3.1_IQR_EFC: efc=4.0 es outlier IQR para tipo=Accesorio, equipo=Barra (2.80–2.80). || 3.1_IQR_SSC: ssc=1.2 es outlier IQR para tipo=Accesorio, equipo=Barra (0.50–0.50). || 3.1_IQR_TTC: ttc=2.2 es outlier IQR para tipo=Accesorio, equipo=Barra (2.00–2.00).",YES
17,tren_superior_press_banda_resistencia,Press con Banda de Resistencia,Accesorio,Banda,Empuje Horizontal,,3.2,3,0.9,2,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Tríceps:secondary:0.5:,0,0,,,,
18,tren_superior_press_banca_cadenas,Press de Banca con Cadenas,Accesorio,Barra,Empuje Horizontal,vg_bench_press,4,3.8,1.1,2.2,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Tríceps:secondary:0.5:,2,7,ORANGE,2.4_VARIANT_PRIMARY_DIVERGENCE | 4.3_MODIFIER_MUSCLE_NAME | 4.3_MODIFIER_MUSCLE_NAME | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.4_VARIANT_PRIMARY_DIVERGENCE: vg_bench_press contiene 2 conjuntos primary distintos. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Pectoral Mayor"", fuera del catálogo/anatomía. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Tríceps Braquial"", fuera del catálogo/anatomía. || 3.1_IQR_CNC: cnc=3.8 es outlier IQR para tipo=Accesorio, equipo=Barra (2.20–2.20). || 3.1_IQR_EFC: efc=4.0 es outlier IQR para tipo=Accesorio, equipo=Barra (2.80–2.80). || 3.1_IQR_SSC: ssc=1.1 es outlier IQR para tipo=Accesorio, equipo=Barra (0.50–0.50). || 3.1_IQR_TTC: ttc=2.2 es outlier IQR para tipo=Accesorio, equipo=Barra (2.00–2.00).",
19,tren_superior_aperturas_planas_mancuernas,Aperturas Planas con Mancuernas,Accesorio,Mancuerna,Empuje Horizontal,,2.5,2.2,0.6,1.8,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior,0,1,BLUE,3.1_IQR_SSC,"3.1_IQR_SSC: ssc=0.6 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (0.50–0.50).",
20,tren_superior_aperturas_inclinadas_mancuernas,Aperturas Inclinadas con Mancuernas,Accesorio,Mancuerna,Empuje Horizontal,,2.4,2,0.6,1.8,Pectorales,Pectorales:primary:1:superior | Deltoides:secondary:0.5:anterior,0,2,BLUE,3.1_IQR_CNC | 3.1_IQR_SSC,"3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (2.08–2.27). || 3.1_IQR_SSC: ssc=0.6 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (0.50–0.50).",
21,tren_superior_aperturas_declinadas_mancuernas,Aperturas Declinadas con Mancuernas,Accesorio,Mancuerna,Empuje Horizontal,,2.4,2,0.6,1.8,Pectorales,Pectorales:primary:1:inferior | Deltoides:secondary:0.5:anterior,0,2,BLUE,3.1_IQR_CNC | 3.1_IQR_SSC,"3.1_IQR_CNC: cnc=2.0 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (2.08–2.27). || 3.1_IQR_SSC: ssc=0.6 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (0.50–0.50).",
22,tren_superior_aperturas_pec_deck,Aperturas en Máquina Pec Deck,Accesorio,Máquina,Empuje Horizontal,,2.5,2.2,0.6,1.8,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior,0,0,,,,
23,tren_superior_cruce_poleas_altas,Cruce de Poleas Altas,Accesorio,Polea,Empuje Horizontal,,2.4,2,0.6,1.8,Pectorales,Pectorales:primary:1:inferior | Deltoides:secondary:0.5:anterior,0,2,BLUE,3.1_IQR_EFC | 3.1_IQR_SSC,"3.1_IQR_EFC: efc=2.4 es outlier IQR para tipo=Accesorio, equipo=Polea (2.50–2.50). || 3.1_IQR_SSC: ssc=0.6 es outlier IQR para tipo=Accesorio, equipo=Polea (0.29–0.59).",
24,tren_superior_cruce_poleas_bajas,Cruce de Poleas Bajas,Accesorio,Polea,Empuje Horizontal,,2.4,2,0.6,1.8,Pectorales,Pectorales:primary:1:superior | Deltoides:secondary:0.5:anterior,0,2,BLUE,3.1_IQR_EFC | 3.1_IQR_SSC,"3.1_IQR_EFC: efc=2.4 es outlier IQR para tipo=Accesorio, equipo=Polea (2.50–2.50). || 3.1_IQR_SSC: ssc=0.6 es outlier IQR para tipo=Accesorio, equipo=Polea (0.29–0.59).",
25,tren_superior_aperturas_suelo_mancuernas,Aperturas en el Suelo con Mancuernas,Accesorio,Mancuerna,Empuje Horizontal,,2,1.8,0.5,1.6,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior,0,2,BLUE,3.1_IQR_CNC | 3.1_IQR_EFC,"3.1_IQR_CNC: cnc=1.8 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (2.08–2.27). || 3.1_IQR_EFC: efc=2.0 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (2.05–3.25).",YES
26,tren_superior_squeeze_press_mancuernas,Squeeze Press con Mancuernas,Accesorio,Mancuerna,Empuje Horizontal,,3,2.5,0.7,2,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Tríceps:secondary:0.5:,0,2,BLUE,3.1_IQR_CNC | 3.1_IQR_SSC,"3.1_IQR_CNC: cnc=2.5 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (2.08–2.27). || 3.1_IQR_SSC: ssc=0.7 es outlier IQR para tipo=Accesorio, equipo=Mancuerna (0.50–0.50).",
27,tren_superior_aperturas_banda,Aperturas con Banda de Resistencia,Accesorio,Banda,Empuje Horizontal,,2.2,1.8,0.5,1.6,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior,0,0,,,,YES
28,tren_superior_fondos_paralelas,Fondos en Paralelas,Básico,Peso Corporal,Empuje Horizontal,,3.5,3,0.9,2,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,1,YELLOW,3.2_DEAD_STABILIZER_GATE,3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.9<1.5; el gate puede volverlos dato muerto.,
29,tren_superior_fondos_lastrados,Fondos Lastrados,Básico,Peso Corporal,Empuje Horizontal,,4,3.5,1,2,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,1,YELLOW,3.2_DEAD_STABILIZER_GATE,3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=1.0<1.5; el gate puede volverlos dato muerto.,
30,tren_superior_fondos_anillas,Fondos en Anillas,Accesorio,TRX,Empuje Horizontal,,3.2,2.8,0.8,2,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,1,YELLOW,3.2_DEAD_STABILIZER_GATE,3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.8<1.5; el gate puede volverlos dato muerto.,
31,tren_superior_fondos_entre_bancos,Fondos Entre Bancos,Accesorio,Peso Corporal,Empuje Horizontal,,2.8,2.4,0.7,1.8,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,2,YELLOW,3.2_DEAD_STABILIZER_GATE | 3.1_IQR_SSC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.7<1.5; el gate puede volverlos dato muerto. || 3.1_IQR_SSC: ssc=0.7 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (0.50–0.50).",
32,ultimo_flexiones_deficit,Flexiones en Déficit,Accesorio,Peso Corporal,Empuje Horizontal,,2.5,2,0.1,2.2,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,3,YELLOW,3.2_DEAD_STABILIZER_GATE | 3.1_IQR_EFC | 3.1_IQR_SSC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.1<1.5; el gate puede volverlos dato muerto. || 3.1_IQR_EFC: efc=2.5 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (2.80–2.80). || 3.1_IQR_SSC: ssc=0.1 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (0.50–0.50).",
33,ultimo_press_banca_agarre_inverso,Press de Banca con Agarre Inverso,Accesorio,Barra,Empuje Horizontal,vg_bench_press,3.2,3.5,0.2,2.4,Pectorales,Pectorales:primary:1:superior | Tríceps:primary:1: | Deltoides:secondary:0.5:anterior | Dorsales:stabilizer:0.4: | Antebrazo:stabilizer:0.4:,2,9,ORANGE,2.4_VARIANT_PRIMARY_DIVERGENCE | 3.2_DEAD_STABILIZER_GATE | 4.3_MODIFIER_MUSCLE_NAME | 4.3_MODIFIER_MUSCLE_NAME | 1.2_MULTIPLE_PRIMARY | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.4_VARIANT_PRIMARY_DIVERGENCE: vg_bench_press contiene 2 conjuntos primary distintos. || 3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.2<1.5; el gate puede volverlos dato muerto. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Pectoral Mayor"", fuera del catálogo/anatomía. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Tríceps Braquial"", fuera del catálogo/anatomía. || 1.2_MULTIPLE_PRIMARY: Múltiples primarios: Pectorales, Tríceps. || 3.1_IQR_CNC: cnc=3.5 es outlier IQR para tipo=Accesorio, equipo=Barra (2.20–2.20). || 3.1_IQR_EFC: efc=3.2 es outlier IQR para tipo=Accesorio, equipo=Barra (2.80–2.80). || 3.1_IQR_SSC: ssc=0.2 es outlier IQR para tipo=Accesorio, equipo=Barra (0.50–0.50). || 3.1_IQR_TTC: ttc=2.4 es outlier IQR para tipo=Accesorio, equipo=Barra (2.00–2.00).",
34,ultimo_hex_press_mancuernas,Hex Press con Mancuernas,Aislamiento,Mancuerna,Empuje Horizontal,,2.2,2,0.1,1.8,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Tríceps:secondary:0.5: | Antebrazo:stabilizer:0.4:,0,2,YELLOW,3.2_DEAD_STABILIZER_GATE | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.1<1.5; el gate puede volverlos dato muerto. || 3.1_IQR_TTC: ttc=1.8 es outlier IQR para tipo=Aislamiento, equipo=Mancuerna (1.35–1.75).",
35,ultimo_cruces_polea_baja_ascendentes,Cruces en Polea Baja (Ascendentes),Aislamiento,Polea,Empuje Horizontal,,1.8,1.5,0,1.5,Pectorales,Pectorales:primary:1:superior | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,1,YELLOW,3.2_DEAD_STABILIZER_GATE,3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.0<1.5; el gate puede volverlos dato muerto.,
36,ultimo_press_banca_tabla,Press de Banca con Tabla (Board Press),Accesorio,Barra,Empuje Horizontal,vg_bench_press,3.8,3.8,0.3,2.4,Tríceps,Tríceps:primary:1: | Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Dorsales:stabilizer:0.4: | Core:stabilizer:0.4:,2,9,ORANGE,2.4_VARIANT_PRIMARY_DIVERGENCE | 3.2_DEAD_STABILIZER_GATE | 4.3_MODIFIER_MUSCLE_NAME | 4.3_MODIFIER_MUSCLE_NAME | 1.2_MULTIPLE_PRIMARY | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"2.4_VARIANT_PRIMARY_DIVERGENCE: vg_bench_press contiene 2 conjuntos primary distintos. || 3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.3<1.5; el gate puede volverlos dato muerto. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Pectoral Mayor"", fuera del catálogo/anatomía. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Tríceps Braquial"", fuera del catálogo/anatomía. || 1.2_MULTIPLE_PRIMARY: Múltiples primarios: Tríceps, Pectorales. || 3.1_IQR_CNC: cnc=3.8 es outlier IQR para tipo=Accesorio, equipo=Barra (2.20–2.20). || 3.1_IQR_EFC: efc=3.8 es outlier IQR para tipo=Accesorio, equipo=Barra (2.80–2.80). || 3.1_IQR_SSC: ssc=0.3 es outlier IQR para tipo=Accesorio, equipo=Barra (0.50–0.50). || 3.1_IQR_TTC: ttc=2.4 es outlier IQR para tipo=Accesorio, equipo=Barra (2.00–2.00).",
37,ultimo_press_banca_suelo_puente,Press de Banca en Suelo (Floor Press),Accesorio,Barra,Empuje Horizontal,vg_bench_press,3.6,3.5,0.5,2.2,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4: | Glúteo Mayor:stabilizer:0.4:mayor,2,8,ORANGE,1.4_NONCANONICAL_MUSCLE | 2.4_VARIANT_PRIMARY_DIVERGENCE | 3.2_DEAD_STABILIZER_GATE | 4.3_MODIFIER_MUSCLE_NAME | 4.3_MODIFIER_MUSCLE_NAME | 3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_TTC,"1.4_NONCANONICAL_MUSCLE: ""Glúteo Mayor"" no pertenece a los 17 padres de ExerciseAnatomy.kt. || 2.4_VARIANT_PRIMARY_DIVERGENCE: vg_bench_press contiene 2 conjuntos primary distintos. || 3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.5<1.5; el gate puede volverlos dato muerto. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Pectoral Mayor"", fuera del catálogo/anatomía. || 4.3_MODIFIER_MUSCLE_NAME: Modifier usa ""Tríceps Braquial"", fuera del catálogo/anatomía. || 3.1_IQR_CNC: cnc=3.5 es outlier IQR para tipo=Accesorio, equipo=Barra (2.20–2.20). || 3.1_IQR_EFC: efc=3.6 es outlier IQR para tipo=Accesorio, equipo=Barra (2.80–2.80). || 3.1_IQR_TTC: ttc=2.2 es outlier IQR para tipo=Accesorio, equipo=Barra (2.00–2.00).",
38,ultimo_press_larsen,Press Larsen,Accesorio,Barra,Empuje Horizontal,,3.5,3.8,0.1,2.5,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior,0,4,BLUE,3.1_IQR_CNC | 3.1_IQR_EFC | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.1_IQR_CNC: cnc=3.8 es outlier IQR para tipo=Accesorio, equipo=Barra (2.20–2.20). || 3.1_IQR_EFC: efc=3.5 es outlier IQR para tipo=Accesorio, equipo=Barra (2.80–2.80). || 3.1_IQR_SSC: ssc=0.1 es outlier IQR para tipo=Accesorio, equipo=Barra (0.50–0.50). || 3.1_IQR_TTC: ttc=2.5 es outlier IQR para tipo=Accesorio, equipo=Barra (2.00–2.00).",
39,ultimo_flexiones_arqueras,Flexiones Arqueras,Accesorio,Peso Corporal,Empuje Horizontal,,2.8,2.5,0.1,2.2,Pectorales,Pectorales:primary:1: | Tríceps:secondary:0.5: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,2,YELLOW,3.2_DEAD_STABILIZER_GATE | 3.1_IQR_SSC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.1<1.5; el gate puede volverlos dato muerto. || 3.1_IQR_SSC: ssc=0.1 es outlier IQR para tipo=Accesorio, equipo=Peso Corporal (0.50–0.50).",
40,ultimo_press_svend_discos,Press Svend con Discos,Aislamiento,Disco,Empuje Horizontal,,1.8,1.5,0,1.2,Pectorales,Pectorales:primary:1: | Deltoides:secondary:0.5:anterior | Core:stabilizer:0.4:,0,3,YELLOW,3.2_DEAD_STABILIZER_GATE | 3.1_IQR_SSC | 3.1_IQR_TTC,"3.2_DEAD_STABILIZER_GATE: Tiene stabilizers pero ssc=0.0<1.5; el gate puede volverlos dato muerto. || 3.1_IQR_SSC: ssc=0.0 es outlier IQR para tipo=Aislamiento, equipo=Disco (0.01–0.51). || 3.1_IQR_TTC: ttc=1.2 es outlier IQR para tipo=Aislamiento, equipo=Disco (1.27–1.88).",
